year,list_position,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,name,duration_ms,release_date,album_type,explicit
2005-02-26,1,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,4.0,Let Me Love You,256733,2004-09-21,single,False
2006-06-03,1,3kZoay4ANo86ehb6s4RwS9,0.788,0.799,8.0,-4.68,0.0,0.0993,0.189,0.0,0.3,0.835,143.051,4.0,Ridin',303053,2005-01-01,album,True
2006-06-10,1,3kZoay4ANo86ehb6s4RwS9,0.788,0.799,8.0,-4.68,0.0,0.0993,0.189,0.0,0.3,0.835,143.051,4.0,Ridin',303053,2005-01-01,album,True
2022-10-29,1,3nqQXoyQOWXiESFLlDF1hG,0.719,0.454,2.0,-7.384,1.0,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,4.0,Unholy (feat. Kim Petras),156943,2022-09-22,single,False
2021-11-27,1,3nsfB1vus2qaloUdcBZvDu,0.44,0.528,0.0,-7.809,1.0,0.0317,0.0171,0.00203,0.234,0.132,185.972,4.0,All Too Well (Taylor's Version),329160,2021-11-12,album,False
2014-06-07,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2014-06-14,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2014-06-21,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2014-06-28,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2014-07-05,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2014-07-12,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2014-07-19,1,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10.0,-4.141,0.0,0.0698,0.0904,0.0,0.0491,0.377,94.981,4.0,Fancy,199938,2014-01-01,album,True
2009-04-18,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-04-25,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-05-02,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-05-09,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-05-16,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-05-23,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-05-30,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-06-06,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-06-13,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-06-20,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-06-27,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2009-07-04,1,3opVsyWVYEAFK9bJAG8Opa,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,Boom Boom Pow,251440,2009-01-01,album,True
2007-03-03,1,3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7.0,-4.751,1.0,0.0709,0.122,0.00102,0.573,0.432,76.0,4.0,What Goes Around.../...Comes Around (Interlude),448573,2006-09-12,album,False
2012-12-22,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Locked out of Heaven,233478,2012-12-07,album,False
2012-12-29,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Locked out of Heaven,233478,2012-12-07,album,False
2013-01-05,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Locked out of Heaven,233478,2012-12-07,album,False
2013-01-12,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Locked out of Heaven,233478,2012-12-07,album,False
2013-01-19,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Locked out of Heaven,233478,2012-12-07,album,False
2013-01-26,1,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Locked out of Heaven,233478,2012-12-07,album,False
2000-08-12,1,3w8Mw9GHYepoTWOSdiyosj,0.746,0.443,1.0,-7.693,0.0,0.0771,0.283,0.0,0.14,0.27,119.31,4.0,Incomplete,274226,1999-11-30,album,True
2000-08-19,1,3w8Mw9GHYepoTWOSdiyosj,0.746,0.443,1.0,-7.693,0.0,0.0771,0.283,0.0,0.14,0.27,119.31,4.0,Incomplete,274226,1999-11-30,album,True
2007-11-10,1,3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,3.0,Kiss Kiss (feat. T-Pain),250666,2007-11-06,album,False
2007-11-17,1,3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,3.0,Kiss Kiss (feat. T-Pain),250666,2007-11-06,album,False
2007-11-24,1,3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,10.0,-3.386,0.0,0.225,0.0506,0.0,0.0693,0.551,140.043,3.0,Kiss Kiss (feat. T-Pain),250666,2007-11-06,album,False
2001-08-04,1,41nT1Sp6ChR65FbsdLlFHW,0.84,0.835,1.0,-4.386,0.0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,4.0,Bootylicious,207906,2001-05-01,album,False
2001-08-11,1,41nT1Sp6ChR65FbsdLlFHW,0.84,0.835,1.0,-4.386,0.0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,4.0,Bootylicious,207906,2001-05-01,album,False
2007-05-05,1,45hOioMDJktr86iKDHC8gr,0.56,0.959,7.0,-2.433,1.0,0.102,0.000722,0.000221,0.209,0.669,163.983,4.0,Girlfriend,216600,2007-04-17,album,True
2007-09-08,1,4AniPkv5vgdE1n6VKreiyI,0.707,0.642,7.0,-4.271,1.0,0.0337,0.204,0.0,0.0925,0.249,113.083,4.0,Big Girls Don't Cry (Personal),268120,2006-09-13,album,False
2001-03-24,1,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9.0,-4.17,0.0,0.081,0.00132,0.000142,0.107,0.609,103.502,4.0,Butterfly,216733,1999-11-04,album,False
2001-04-07,1,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9.0,-4.17,0.0,0.081,0.00132,0.000142,0.107,0.609,103.502,4.0,Butterfly,216733,1999-11-04,album,False
2022-08-27,1,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2.0,-2.653,1.0,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4.0,Super Freaky Girl,170977,2022-08-12,single,True
2010-10-30,1,4DvhkX2ic4zWkQeWMwQ2qf,0.355,0.838,7.0,-8.126,0.0,0.471,0.00682,0.0,0.117,0.783,165.457,5.0,Like A G6,216893,2010-01-01,album,False
2010-11-06,1,4DvhkX2ic4zWkQeWMwQ2qf,0.355,0.838,7.0,-8.126,0.0,0.471,0.00682,0.0,0.117,0.783,165.457,5.0,Like A G6,216893,2010-01-01,album,False
2010-11-27,1,4DvhkX2ic4zWkQeWMwQ2qf,0.355,0.838,7.0,-8.126,0.0,0.471,0.00682,0.0,0.117,0.783,165.457,5.0,Like A G6,216893,2010-01-01,album,False
2022-06-04,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-06-11,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-06-18,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-06-25,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-07-09,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-07-16,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-07-23,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-09-03,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-09-10,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-09-17,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-09-24,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2022-10-01,1,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6.0,-5.338,0.0,0.0557,0.342,0.00101,0.311,0.662,173.93,4.0,As It Was,167303,2022-05-20,album,False
2020-05-23,1,4HBZA5flZLE435QTztThqH,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,3.0,Stuck with U (with Justin Bieber),228482,2020-05-08,single,False
2024-04-27,1,4IadxL6BUymXlh8RCJJu7T,0.741,0.62,10.0,-5.505,1.0,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4.0,Too Sweet,251424,2024-03-22,single,False
2007-03-24,1,4KTtYhxFtFL7mBwnjkKfLm,0.81,0.755,0.0,-6.408,1.0,0.199,0.291,0.0,0.0857,0.625,130.991,4.0,Glamorous,246573,2006-09-13,album,True
2007-03-31,1,4KTtYhxFtFL7mBwnjkKfLm,0.81,0.755,0.0,-6.408,1.0,0.199,0.291,0.0,0.0857,0.625,130.991,4.0,Glamorous,246573,2006-09-13,album,True
2023-09-09,1,4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0.0,-7.746,1.0,0.0459,0.554,2e-06,0.102,0.155,77.639,4.0,I Remember Everything (feat. Kacey Musgraves),227195,2023-08-25,album,False
2024-03-16,1,4OssqCixV2Xsxd43wMIQyS,0.594,0.811,1.0,-5.746,1.0,0.159,0.189,0.0,0.339,0.311,148.144,4.0,CARNIVAL,264324,2024-02-09,album,True
2020-08-22,1,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,4.0,WAP (feat. Megan Thee Stallion),187541,2020-08-07,single,True
2020-08-29,1,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,4.0,WAP (feat. Megan Thee Stallion),187541,2020-08-07,single,True
2020-09-19,1,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,4.0,WAP (feat. Megan Thee Stallion),187541,2020-08-07,single,True
2020-09-26,1,4Oun2ylbjFKMPTiaSbbCih,0.935,0.454,1.0,-7.509,1.0,0.375,0.0194,0.0,0.0824,0.357,133.073,4.0,WAP (feat. Megan Thee Stallion),187541,2020-08-07,single,True
2020-08-08,1,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,4.0,cardigan,239560,2020-07-24,album,False
2007-07-28,1,4RCWB3V8V0dignt99LZ8vH,0.658,0.291,2.0,-10.572,1.0,0.0292,0.872,0.0,0.114,0.295,103.962,4.0,Hey There Delilah,232533,2005-01-01,album,False
2007-08-04,1,4RCWB3V8V0dignt99LZ8vH,0.658,0.291,2.0,-10.572,1.0,0.0292,0.872,0.0,0.114,0.295,103.962,4.0,Hey There Delilah,232533,2005-01-01,album,False
2003-03-08,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-03-15,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-03-22,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-03-29,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-04-05,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-04-12,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-04-19,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-04-26,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2003-05-03,1,4RY96Asd9IefaL3X4LOLZ8,0.904,0.72,6.0,-2.776,0.0,0.348,0.259,0.0,0.0749,0.805,90.062,4.0,In Da Club,193466,2003-02-06,album,True
2013-10-12,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-10-19,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-10-26,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-11-02,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-11-09,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-11-16,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-11-23,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-11-30,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2013-12-07,1,4SDWMFvYJKtK1QPhIOeZhd,0.674,0.426,7.0,-9.504,1.0,0.122,0.12,0.0,0.132,0.337,84.876,4.0,Royals,190185,2013-03-08,single,False
2003-09-06,1,4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,1.0,-7.068,1.0,0.262,0.134,0.0,0.157,0.897,87.665,4.0,Shake Ya Tailfeather - Radio Edit,295173,2003-01-01,album,False
2003-09-13,1,4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,1.0,-7.068,1.0,0.262,0.134,0.0,0.157,0.897,87.665,4.0,Shake Ya Tailfeather - Radio Edit,295173,2003-01-01,album,False
2003-09-20,1,4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,1.0,-7.068,1.0,0.262,0.134,0.0,0.157,0.897,87.665,4.0,Shake Ya Tailfeather - Radio Edit,295173,2003-01-01,album,False
2003-09-27,1,4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,1.0,-7.068,1.0,0.262,0.134,0.0,0.157,0.897,87.665,4.0,Shake Ya Tailfeather - Radio Edit,295173,2003-01-01,album,False
2012-09-29,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-10-06,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-10-13,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-10-20,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-10-27,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-11-03,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-11-10,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-11-17,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2012-11-24,1,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5.0,-3.453,0.0,0.0323,0.0444,0.0,0.0846,0.613,92.998,4.0,One More Night,219466,2012-01-01,album,False
2021-05-29,1,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,4.0,good 4 u,178146,2021-05-21,album,True
2022-07-30,1,4a3D8glGZxhlJfOs1Czc3c,0.835,0.747,10.0,-6.328,0.0,0.0622,0.101,0.0,0.355,0.713,108.974,4.0,About Damn Time,191937,2022-07-14,album,False
2022-08-06,1,4a3D8glGZxhlJfOs1Czc3c,0.835,0.747,10.0,-6.328,0.0,0.0622,0.101,0.0,0.355,0.713,108.974,4.0,About Damn Time,191937,2022-07-14,album,False
2000-07-15,1,4cKGldbhGJniI8BrB3K6tb,0.636,0.761,3.0,-6.389,0.0,0.0306,0.0517,0.0,0.0642,0.736,93.896,4.0,Everything You Want,257066,1999-06-14,album,False
2021-04-03,1,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,4.0,Peaches (feat. Daniel Caesar & Giveon),198081,2021-03-19,album,True
2020-10-10,1,4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,8.0,-5.405,0.0,0.277,0.00671,0.0,0.195,0.547,154.981,4.0,FRANCHISE (feat. Young Thug & M.I.A.),202794,2020-09-25,single,True
2022-10-08,1,4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,1.0,-7.093,1.0,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4.0,Bad Habit,232066,2022-07-15,album,True
2022-10-15,1,4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,1.0,-7.093,1.0,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4.0,Bad Habit,232066,2022-07-15,album,True
2022-10-22,1,4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,1.0,-7.093,1.0,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4.0,Bad Habit,232066,2022-07-15,album,True
2012-04-28,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-05-05,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-05-12,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-05-19,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-05-26,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-06-02,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-06-09,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2012-06-16,1,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,Somebody That I Used To Know,244973,2011-01-01,album,False
2023-12-02,1,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,Lovin On Me,138411,2023-11-10,single,True
2024-01-13,1,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,Lovin On Me,138411,2023-11-10,single,True
2024-01-20,1,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,Lovin On Me,138411,2023-11-10,single,True
2024-02-03,1,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,Lovin On Me,138411,2023-11-10,single,True
2024-02-17,1,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,Lovin On Me,138411,2023-11-10,single,True
2024-02-24,1,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2.0,-4.911,1.0,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4.0,Lovin On Me,138411,2023-11-10,single,True
2016-02-13,1,50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.43,4.0,Love Yourself,233720,2015-11-13,album,False
2016-02-27,1,50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.43,4.0,Love Yourself,233720,2015-11-13,album,False
2024-03-23,1,51ZQ1vr10ffzbwIjDCwqm4,0.645,0.646,5.0,-8.334,1.0,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4.0,we can't be friends (wait for your love),228639,2024-03-08,album,False
2022-02-05,1,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,4.0,We Don't Talk About Bruno,216120,2021-11-19,album,False
2022-02-12,1,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,4.0,We Don't Talk About Bruno,216120,2021-11-19,album,False
2022-02-19,1,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,4.0,We Don't Talk About Bruno,216120,2021-11-19,album,False
2022-02-26,1,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,4.0,We Don't Talk About Bruno,216120,2021-11-19,album,False
